5
-6.81,-9.07,88.19,117.58,51.755
-8.94,13.22,83.20999999999999,276.24,295.69
552.22,10.22,611.0700000000001,719.53,876.55
-45.73,-23.85,50.62,85.38,34.44
2.7,-28.54,97.76000000000001,72.95999999999999,391.69
191.13,-31.99,312.33,67.95999999999999,1601.13
109.89,48.51,195.07,896.03,985.74
71.42,-23.85,138.73,1410.22,942.9299999999999
222.85,48.02,205.46,349.35,377.555
-9.460000000000001,11.97,81.355,250.36,261
-22.76,1.16,69.76000000000001,178.09,88.06999999999999
-22.155,-1.31,65.98,161.21,74.69
38.86,47.91,137.24,719.53,922.215
-41.165,-26.61,52.59,78.3,28.95
-44.45,-58.65,48.76,40.96,0.65
91.47,63.17,159.61,926.9400000000001,1067.45
-22.155,3.19,69.02,185.76,92.39
48.91,-1.53,145.175,160.76,4.33
97.08,-8.94,174.8,41.01,-4.96
-5.44,5.93,109.59,244.26,454.83
-25.415,2.2125,67.42,168.72,77.40000000000001
-55.52,-29.16,31.25,66.95999999999999,5.34
804.985,-20.4,45.64,94.62,35.825
-22.76,-1.41,69.76000000000001,163.49,71.98
4.5,13.22,88.19,274.405,291.85
3.41,48.15,135.8,719.53,922.215
112.035,5.615,78.38,213.87,122.305
109.89,47.91,195.07,719.53,852.77
108.71,30.145,111.72,377.87,560.58
561.03,-10.78,67.95999999999999,112.95,47.535
-39.86,-7.48,51.94,94.705,35.47
222.85,72.33,397.64,1023.9,1232.38
9.460000000000001,38.86,133.865,621.37,729.61
40.32,-35.725,47.7,64.5,6.2
7.72,13.35,85.43000000000001,276.24,295.69
210.98,-30.59,43.73,68.84999999999999,13.84
431.02,-26.61,595.55,74.62,2485.41
72.36,-3.735,145.175,1323.63,939.59
-20.86,-4.83,62.59,137.33,57.55
40.32,48.39,135.23,895.85,843.88
-41.165,-20.71,52.555,92.42,34.66
-23.64,-25.31,68.39,85.55,88.06999999999999
-14.36,-19.77,80.23,112.95,67.8
-26.695,-25.23,58.21,130.92,51.55
-32.29,-8.130000000000001,63.51,129.25,64.08
-49.29,-25.23,45.64,66.76000000000001,10.78
372.08,-45.48,47.7,48.63,22.42
17,17.87,135.23,314.05,843.88
-44.48,48.02,60.73,64.2,95.27
7.72,47.91,96.2,719.53,922.215
3.53,31.22,105.28,391.53,435.1
109.89,-4.83,195.07,118.735,939.59
17,4.845,135.78,200.33,113.89
-46.54,-26.61,48.63,73.78,22.4
-35.58,-8.130000000000001,55.685,127.24,47.79
40.32,14.92,129.43,257.01,291.85
-16.32,-18.16,78.38,94.705,35.37
-22.77,12.89,73.93000000000001,257.73,120.6
-44.48,-25.06,49.175,78.77,30.74
-35.965,-9.07,56.845,118.735,48.46
3.53,30.915,105.28,378.78,433.49
-59.3,-28.54,29.14,72.95999999999999,14.05
3.44,63.17,93.08,391.53,435.1
13.24,46.43,133.948,636.78,770.78
-9.460000000000001,-15.64,79.45,119.905,49.72
-55.32,-50.47,27.36,41.01,-4.96
-26.695,-15.97,61.4,118.735,51.755
274.205,40.54,413.87,378.78,433.49
-6.83,-58.65,85.43000000000001,257.73,291.85
-26.695,-13.57,63.53,95.27500000000001,36.775
7.72,-20.4,51.94,94.62,35.47
-15.81,8.285,79.45,226.17,180.83
97.08,-25.23,48.76,96.175,41.4
-12.565,12.065,81.355,252.48,261
112.035,76.06999999999999,194.28,1023.9,1223.1
-44.48,-13.2,49.175,102.99,41.96
-44.48,-3.76,49.175,112.44,31.425
-6.79,13.35,91.11,281.145,316.515
95.36499999999999,-28.54,47.7,73.06,19.29
-36.06,-11.55,55.635,109.695,42.06
3.41,17.87,103.42,314.05,350.015
-51.9,-38.02,33.75,53.61,4.79
71.42,-3.71,62.925,142.81,62.41
-40.04,-14.615,69.76000000000001,102.99,41.96
-61.49,11.97,181.27,274.405,424.88
-6.79,-3.76,91.895,142.81,62.41
9.68,30.915,123.74,391.53,435.1
-26.83,24.5,63.51,41.01,-7.3
-41.55,-13.57,54.76,98.51000000000001,40.665
115.91,48.02,195.07,1023.9,1232.38
552.22,43.03,611.0700000000001,1238.01,1489.04
-54.64,-10.78,61.4,137.33,58.96
-9.02,11.97,83.26000000000001,276.24,293.85
-25.01,1.08,67.8,166.08,75.59
3.41,15.97,92.64,314.05,343.91
115.91,43.03,165.83,633.3200000000001,1102.53
3.44,33.59,103.63,397.71,443.535
-7.655,-9.109999999999999,83.20999999999999,359.31,387.6
