204.79000,237.75000,66.08000,58.76000,123.14000,325.67000,184.99500,280.10500,147.62500,19.49000,51.54000,211.76500,154.38000,340.21000,27.53000
349.62000,481.33000,92.35000,186.57000,92.70000,423.22500,138.88000,359.07000,286.11000,64.96000,89.51000,315.15000,503.08000,481.81000,8.33000
204.79000,237.75000,59.49000,52.86000,55.50000,325.84000,92.14000,223.17000,165.53000,22.40500,41.13500,214.35000,133.93000,331.75300,-11.70000
301.64000,379.06000,68.75500,112.44000,175.15000,397.98000,355.98000,285.12000,221.82000,37.71500,51.66000,250.08000,262.06500,354.86000,90.08000
108.51000,50.16000,68.93000,13.35000,52.59000,230.52000,63.34000,283.73000,100.11000,38.86000,58.20000,252.78000,24.01000,335.86300,-13.97000
194.09000,235.47000,86.40000,52.86000,120.71000,325.84000,178.55000,332.58000,145.24000,52.69000,64.27500,214.35000,226.30000,432.24500,26.82000
352.62700,495.26000,79.87000,152.38500,20.62000,398.12000,64.09000,290.32000,185.03000,8.90500,59.18000,172.05500,469.11000,354.87000,-18.34000
355.75500,531.14000,170.02000,149.77000,130.57000,440.35000,438.39500,808.73000,248.95000,53.07000,115.16000,316.16500,420.43300,1494.58000,19.68000
190.16000,208.77000,55.58000,48.68500,134.13000,307.17000,197.21000,210.95000,130.04000,19.20000,38.68000,198.81000,145.77000,249.16500,33.99000
147.99000,138.58000,49.36000,30.75500,45.90500,284.87000,89.27500,179.62000,123.90000,5.76000,23.93500,160.35000,4.81000,192.64000,-17.94000
140.18000,107.92000,38.46500,25.08000,52.59000,268.93000,91.23670,124.05000,120.61000,3.64000,23.37000,169.58000,34.75000,131.21000,-1.88000
95.45000,43.35000,60.74500,6.14000,14.14000,207.44500,64.09000,231.72500,90.32000,23.66000,43.08500,221.71000,17.02000,305.40000,-11.70000
140.18000,107.47000,39.90000,25.08000,64.06500,268.22000,105.74000,131.62000,114.14000,3.66000,31.01000,153.08500,58.51500,137.07000,-7.31000
140.18000,107.47000,44.07000,25.08000,67.40000,268.22000,107.52000,154.14000,120.61000,3.66000,29.02000,148.11000,57.98000,155.41000,-6.07000
276.24000,330.16000,118.79000,96.88750,55.41000,387.07000,174.49500,484.23000,188.03000,21.99000,100.58000,211.90000,153.92000,756.86000,-9.96000
287.56000,309.11000,44.67500,24.72000,63.43000,366.40000,102.68000,159.98000,128.25000,3.64000,32.75000,152.37000,52.91500,492.12000,-9.24000
173.11000,178.13000,21.21000,38.50000,55.50000,294.78000,130.08000,290.32000,129.96000,9.80500,6.12000,171.09000,93.96000,354.87000,-11.70000
346.56000,495.26000,74.27000,138.84000,180.41000,422.60500,410.31000,296.68000,240.65000,44.33000,53.41000,211.76500,395.85000,502.01000,89.30000
85.07000,231.14500,33.37000,-1.41000,39.88000,301.98000,50.47000,94.83330,72.53000,-11.19000,39.05000,121.88000,-0.74000,72.40000,-32.34000
87.93000,30.67000,34.02000,11.16000,39.88000,182.12000,84.93000,98.19000,107.60000,-10.42000,17.25000,117.30000,27.75000,75.32000,-21.17000
241.05300,309.11000,51.91000,51.21000,144.86500,353.60000,254.64500,195.81000,143.90000,10.55000,63.08000,186.99700,146.81000,170.05000,42.98000
358.75000,467.69000,113.42000,136.75000,59.00000,344.32000,97.15000,427.81000,241.71000,115.45000,30.70000,566.69000,52.32000,537.74000,-11.10000
474.04000,178.13000,57.30000,273.60000,5.76000,294.78000,44.46000,427.81000,291.85000,81.11000,40.06000,517.66000,748.67000,519.45000,-38.18000
101.32000,43.35000,76.29000,135.69700,221.87000,206.87000,400.41500,296.68000,219.62000,43.92000,52.17000,259.59000,342.08000,408.70000,142.23000
178.04500,192.21000,20.18500,42.21000,64.98500,282.94000,289.67500,484.23000,132.75000,6.29000,43.33000,171.99000,112.56500,681.84500,-6.24000
287.56000,343.33500,64.92000,98.07000,182.24000,301.04000,363.62000,241.52700,185.03000,33.78000,48.50000,245.16000,528.96000,305.40000,39.24500
227.84000,264.20000,82.18000,68.57500,114.99500,221.41000,363.62000,308.72000,173.27000,20.97000,61.52000,211.76500,266.82000,329.89000,17.01500
415.22000,702.34000,92.35000,194.28000,282.64000,385.43000,608.87500,362.80000,274.23000,64.96000,72.57000,398.13500,515.41500,516.22000,147.42000
353.41000,522.10500,111.19000,139.52000,154.40000,427.44000,421.22000,430.19000,248.45000,82.28000,125.95000,517.66000,413.27500,531.07000,68.99000
145.74300,136.29000,99.80000,136.03500,239.01500,281.64000,416.23000,412.23000,248.95000,43.92000,77.67000,259.59000,371.54500,505.67000,-4.05500
236.78000,289.09500,59.09000,75.11000,36.30000,358.03000,76.26000,221.18000,173.25000,22.92000,40.44000,169.58000,206.42000,74.42000,-24.27000
329.26000,468.06000,94.63000,123.37000,18.29000,423.60000,64.09000,388.86500,230.78000,67.39000,58.21000,145.44000,18.29500,493.00000,-25.37500
265.01000,328.60000,62.06000,89.40000,154.40000,387.07000,287.56000,240.66000,183.88500,29.41000,46.61000,252.78000,223.49000,300.56000,60.66500
96.45000,43.35000,34.02000,6.30000,52.59000,221.56000,64.09000,98.19000,100.81000,-10.51000,17.82000,122.58000,17.02000,77.23000,-13.90000
190.16000,223.43500,51.73000,45.52000,96.74000,315.97000,140.54000,192.44000,140.62000,14.60000,35.15000,186.99700,133.76000,226.84000,9.40000
459.50500,773.97000,93.41000,225.08000,5.76000,355.73000,47.41000,186.96500,273.60500,68.12500,72.57000,397.37500,586.83000,75.32000,-14.91000
221.97500,265.39000,58.91000,67.46000,133.52000,352.13000,197.21000,295.43000,163.58500,20.78000,40.06000,203.95500,185.11000,356.55500,33.99000
95.14000,44.68500,34.00500,6.88000,111.30000,213.02000,177.38000,85.27500,114.14000,-10.98000,40.63500,145.44000,27.75000,73.04000,16.27500
141.73000,289.09500,39.81500,98.07000,133.52000,358.33000,195.02000,129.76000,189.04000,31.63000,23.77000,254.84000,165.84000,469.24000,38.63000
99.13000,44.68500,32.56000,10.38000,15.47000,270.03000,67.75000,90.64000,90.32000,-10.21000,35.11500,125.65000,18.95000,62.58000,-32.34000
370.82000,626.86000,83.18000,225.08000,400.16500,447.66000,745.88000,316.36000,277.77000,50.37000,61.15000,276.14000,586.56000,429.65000,283.09000
131.00000,91.92000,42.74000,21.59000,55.50000,263.46000,96.71000,178.19000,112.18000,0.09000,28.86000,138.69000,45.17000,192.15000,-11.86000
99.13000,45.61000,36.27000,10.38000,20.62000,221.56000,67.05000,106.60000,97.12000,-5.75000,40.63500,125.73000,18.95000,117.72000,-10.49000
145.74300,133.40000,52.14000,29.35500,92.70000,289.36000,113.47000,143.96000,123.73000,12.95000,41.13500,203.14000,67.43000,149.46500,8.33000
204.21000,228.93000,51.95000,58.87000,125.90000,323.20000,185.20000,192.83500,154.95000,19.55000,35.64000,199.92000,155.91000,216.11000,17.51000
206.20000,239.35000,23.60000,-3.32000,-0.08000,301.98000,42.49000,81.40000,88.21000,-17.51000,12.26000,97.24000,-6.47000,66.39250,-40.87000
178.32000,198.49000,51.91000,42.22000,102.08000,300.90000,150.31000,192.85500,122.88000,10.55000,35.53000,180.82500,115.96000,215.63000,13.88000
353.41000,522.10500,82.32000,139.52000,282.64000,427.44000,438.64500,308.72000,248.06000,48.43000,47.85000,147.49000,420.43300,408.70000,221.03000
459.50500,773.97000,46.25500,261.87500,120.71000,344.75500,177.38000,85.27500,300.09000,67.39000,32.37000,266.62000,474.65000,68.23000,27.17000
190.46000,236.74000,53.38000,47.34000,117.53000,327.97000,164.97000,202.96000,143.44000,16.01000,36.22000,190.91000,133.93000,228.80000,6.08000
95.14000,45.61000,44.81250,4.05000,36.42000,219.62000,54.05000,159.98000,127.71000,-3.84250,30.36000,134.46000,16.65000,297.73000,-24.27000
145.19000,132.78000,45.12000,25.09000,95.67000,273.59000,138.64500,208.58000,121.25000,5.08000,30.64000,158.90000,52.35000,226.84000,8.89000
179.73000,204.05500,51.73000,43.00000,59.00000,306.32000,97.15000,134.63500,134.76000,10.55000,35.20000,196.32000,117.91000,141.94000,-10.97000
